region,gene,cell_type,consensus_rank,rank_10x,rank_merfish,rank_diff,confidence
TH,Adra1b,APN C1ql4 Glut,10.5,11,10,1,0.9523809523809523
TH,Adra1b,LGv-ZI Otx2 Gaba,10.5,10,11,1,0.9523809523809523
TH,Adra1b,OPC NN,11.0,13,9,4,0.8095238095238095
TH,Adra1b,PF Fzd5 Glut,12.5,9,16,7,0.6666666666666667
TH,Adra1b,SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,13.5,12,15,3,0.8571428571428572
TH,Adra1b,Oligo NN,13.5,15,12,3,0.8571428571428572
TH,Adra1b,Astro-NT NN,13.5,14,13,1,0.9523809523809523
TH,Adra1b,Microglia NN,17.0,20,14,6,0.7142857142857143
TH,Adra1b,Peri NN,17.5,17,18,1,0.9523809523809523
TH,Adra1b,SMC NN,18.5,16,21,5,0.7619047619047619
TH,Adra1b,Endo NN,19.0,21,17,4,0.8095238095238095
TH,Adra1b,VLMC NN,19.5,19,20,1,0.9523809523809523
TH,Adra1b,Ependymal NN,20.0,18,22,4,0.8095238095238095
TH,Adra1b,Astroependymal NN,20.5,22,19,3,0.8571428571428572
TH,Drd1,AD Serpinb7 Glut,1.0,1,1,0,1.0
TH,Drd1,PVT-PT Ntrk1 Glut,3.0,3,3,0,1.0
TH,Drd1,SMC NN,3.0,4,2,2,0.9047619047619048
TH,Drd1,AV Col27a1 Glut,3.5,2,5,3,0.8571428571428572
TH,Drd1,SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,5.0,6,4,2,0.9047619047619048
TH,Drd1,RE-Xi Nox4 Glut,5.5,5,6,1,0.9523809523809523
TH,Drd1,CM-IAD-CL-PCN Sema5b Glut,8.0,7,9,2,0.9047619047619048
TH,Drd1,ZI Pax6 Gaba,8.0,9,7,2,0.9047619047619048
TH,Drd1,RT-ZI Gnb3 Gaba,11.0,14,8,6,0.7142857142857143
TH,Drd1,LGv-ZI Otx2 Gaba,11.0,10,12,2,0.9047619047619048
TH,Drd1,Peri NN,11.0,11,11,0,1.0
TH,Drd1,TH Prkcd Grin2c Glut,11.5,8,15,7,0.6666666666666667
TH,Drd1,APN C1ql4 Glut,13.5,13,14,1,0.9523809523809523
TH,Drd1,PF Fzd5 Glut,15.0,12,18,6,0.7142857142857143
TH,Drd1,VLMC NN,15.0,17,13,4,0.8095238095238095
TH,Drd1,OPC NN,16.0,16,16,0,1.0
TH,Drd1,Astroependymal NN,16.0,22,10,12,0.4285714285714286
TH,Drd1,Astro-NT NN,18.5,20,17,3,0.8571428571428572
TH,Drd1,Ependymal NN,18.5,15,22,7,0.6666666666666667
TH,Drd1,Endo NN,19.0,19,19,0,1.0
TH,Drd1,Microglia NN,19.5,18,21,3,0.8571428571428572
TH,Drd1,Oligo NN,20.5,21,20,1,0.9523809523809523
TH,Drd2,AV Col27a1 Glut,2.0,1,3,2,0.9047619047619048
TH,Drd2,CM-IAD-CL-PCN Sema5b Glut,2.0,3,1,2,0.9047619047619048
TH,Drd2,PVT-PT Ntrk1 Glut,2.0,2,2,0,1.0
TH,Drd2,AD Serpinb7 Glut,4.0,4,4,0,1.0
TH,Drd2,TH Prkcd Grin2c Glut,5.5,5,6,1,0.9523809523809523
TH,Drd2,ZI Pax6 Gaba,6.0,7,5,2,0.9047619047619048
TH,Drd2,RE-Xi Nox4 Glut,6.5,6,7,1,0.9523809523809523
TH,Drd2,SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,8.5,9,8,1,0.9523809523809523
TH,Drd2,APN C1ql4 Glut,9.5,8,11,3,0.8571428571428572
TH,Drd2,Oligo NN,10.0,11,9,2,0.9047619047619048
TH,Drd2,LGv-ZI Otx2 Gaba,10.0,10,10,0,1.0
TH,Drd2,PF Fzd5 Glut,13.5,12,15,3,0.8571428571428572
TH,Drd2,OPC NN,13.5,14,13,1,0.9523809523809523
TH,Drd2,RT-ZI Gnb3 Gaba,15.5,13,18,5,0.7619047619047619
TH,Drd2,Astroependymal NN,16.5,21,12,9,0.5714285714285714
TH,Drd2,Astro-NT NN,16.5,19,14,5,0.7619047619047619
TH,Drd2,Endo NN,17.0,17,17,0,1.0
TH,Drd2,Peri NN,17.0,18,16,2,0.9047619047619048
TH,Drd2,SMC NN,17.5,16,19,3,0.8571428571428572
TH,Drd2,Microglia NN,17.5,15,20,5,0.7619047619047619
TH,Drd2,VLMC NN,21.0,21,21,0,1.0
TH,Drd2,Ependymal NN,21.5,21,22,1,0.9523809523809523
TH,Drd3,PVT-PT Ntrk1 Glut,1.0,1,1,0,1.0
TH,Drd3,LGv-ZI Otx2 Gaba,2.5,3,2,1,0.9523809523809523
TH,Drd3,CM-IAD-CL-PCN Sema5b Glut,3.0,2,4,2,0.9047619047619048
TH,Drd3,SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,4.5,6,3,3,0.8571428571428572
TH,Drd3,ZI Pax6 Gaba,5.0,4,6,2,0.9047619047619048
TH,Drd3,AD Serpinb7 Glut,6.0,7,5,2,0.9047619047619048
TH,Drd3,TH Prkcd Grin2c Glut,6.5,5,8,3,0.8571428571428572
TH,Drd3,RE-Xi Nox4 Glut,9.5,10,9,1,0.9523809523809523
TH,Drd3,RT-ZI Gnb3 Gaba,9.5,12,7,5,0.7619047619047619
TH,Drd3,AV Col27a1 Glut,10.5,9,12,3,0.8571428571428572
TH,Drd3,APN C1ql4 Glut,12.0,13,11,2,0.9047619047619048
TH,Drd3,PF Fzd5 Glut,12.5,15,10,5,0.7619047619047619
TH,Drd3,Ependymal NN,13.0,8,18,10,0.5238095238095238
TH,Drd3,Astro-NT NN,14.0,14,14,0,1.0
TH,Drd3,Peri NN,16.5,11,22,11,0.47619047619047616
TH,Drd3,Astroependymal NN,17.0,21,13,8,0.6190476190476191
TH,Drd3,OPC NN,17.0,19,15,4,0.8095238095238095
TH,Drd3,Endo NN,17.5,16,19,3,0.8571428571428572
TH,Drd3,VLMC NN,18.5,21,16,5,0.7619047619047619
TH,Drd3,Oligo NN,18.5,17,20,3,0.8571428571428572
TH,Drd3,SMC NN,19.0,21,17,4,0.8095238095238095
TH,Drd3,Microglia NN,19.5,18,21,3,0.8571428571428572
TH,Drd5,RE-Xi Nox4 Glut,1.5,1,2,1,0.9523809523809523
TH,Drd5,LGv-ZI Otx2 Gaba,2.0,3,1,2,0.9047619047619048
TH,Drd5,PVT-PT Ntrk1 Glut,3.5,2,5,3,0.8571428571428572
TH,Drd5,PF Fzd5 Glut,3.5,4,3,1,0.9523809523809523
TH,Drd5,AD Serpinb7 Glut,6.0,5,7,2,0.9047619047619048
TH,Drd5,SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,6.0,8,4,4,0.8095238095238095
TH,Drd5,APN C1ql4 Glut,6.5,7,6,1,0.9523809523809523
TH,Drd5,TH Prkcd Grin2c Glut,8.0,6,10,4,0.8095238095238095
TH,Drd5,CM-IAD-CL-PCN Sema5b Glut,9.0,9,9,0,1.0
TH,Drd5,ZI Pax6 Gaba,9.0,10,8,2,0.9047619047619048
TH,Drd5,RT-ZI Gnb3 Gaba,11.0,11,11,0,1.0
TH,Drd5,AV Col27a1 Glut,13.5,12,15,3,0.8571428571428572
TH,Drd5,OPC NN,13.5,14,13,1,0.9523809523809523
TH,Drd5,Microglia NN,14.5,13,16,3,0.8571428571428572
TH,Drd5,Astro-NT NN,16.0,18,14,4,0.8095238095238095
TH,Drd5,Peri NN,16.5,16,17,1,0.9523809523809523
TH,Drd5,Astroependymal NN,16.75,21,12,9,0.5476190476190477
TH,Drd5,VLMC NN,18.0,15,21,6,0.7142857142857143
TH,Drd5,Oligo NN,18.0,17,19,2,0.9047619047619048
TH,Drd5,Endo NN,19.0,20,18,2,0.9047619047619048
TH,Drd5,SMC NN,19.5,19,20,1,0.9523809523809523
TH,Drd5,Ependymal NN,21.75,21,22,1,0.9761904761904762
CLA,Htr1b,IT EP-CLA Glut,1.0,1,1,0,1.0
CLA,Htr1b,CLA-EPd-CTX Car3 Glut,2.5,2,3,1,0.9
CLA,Htr1b,Lamp5 Gaba,2.5,3,2,1,0.9
CLA,Htr1b,Pvalb Gaba,4.0,4,4,0,1.0
CLA,Htr1b,Sst Gaba,5.0,5,5,0,1.0
CLA,Htr1b,Vip Gaba,6.5,7,6,1,0.9
CLA,Htr1b,Sst Chodl Gaba,7.0,6,8,2,0.8
CLA,Htr1b,Sncg Gaba,7.5,8,7,1,0.9
CLA,Htr1b,Lamp5 Lhx6 Gaba,9.0,9,9,0,1.0
CLA,Htr1b,Astro-TE NN,10.0,10,10,0,1.0
CLA,Htr1b,Microglia NN,11.0,11,11,0,1.0
CLA,Htr1d,Sst Chodl Gaba,1.0,1,1,0,1.0
CLA,Htr1d,Sst Gaba,2.0,2,2,0,1.0
CLA,Htr1d,Pvalb Gaba,3.0,3,3,0,1.0
CLA,Htr1d,CLA-EPd-CTX Car3 Glut,5.5,4,7,3,0.7
CLA,Htr1d,Lamp5 Gaba,5.5,6,5,1,0.9
CLA,Htr1d,Vip Gaba,6.0,8,4,4,0.6
CLA,Htr1d,Sncg Gaba,6.5,7,6,1,0.9
CLA,Htr1d,IT EP-CLA Glut,6.5,5,8,3,0.7
CLA,Htr1d,Astro-TE NN,9.5,9,10,1,0.9
CLA,Htr1d,Lamp5 Lhx6 Gaba,10.0,11,9,2,0.8
CLA,Htr1d,Microglia NN,10.5,10,11,1,0.9
CLA,Htr2a,CLA-EPd-CTX Car3 Glut,1.0,1,1,0,1.0
CLA,Htr2a,IT EP-CLA Glut,2.5,2,3,1,0.9
CLA,Htr2a,Lamp5 Gaba,3.0,4,2,2,0.8
CLA,Htr2a,Pvalb Gaba,4.0,3,5,2,0.8
CLA,Htr2a,Lamp5 Lhx6 Gaba,4.5,5,4,1,0.9
CLA,Htr2a,Sst Gaba,6.0,6,6,0,1.0
CLA,Htr2a,Sst Chodl Gaba,7.0,7,7,0,1.0
CLA,Htr2a,Sncg Gaba,8.0,8,8,0,1.0
CLA,Htr2a,Vip Gaba,9.0,9,9,0,1.0
CLA,Htr2a,Astro-TE NN,10.5,11,10,1,0.9
CLA,Htr2a,Microglia NN,10.5,10,11,1,0.9
CLA,Htr3a,Sncg Gaba,1.0,1,1,0,1.0
CLA,Htr3a,Vip Gaba,2.0,2,2,0,1.0
CLA,Htr3a,Lamp5 Gaba,3.5,3,4,1,0.9
CLA,Htr3a,Sst Chodl Gaba,4.0,5,3,2,0.8
CLA,Htr3a,Sst Gaba,4.5,4,5,1,0.9
CLA,Htr3a,CLA-EPd-CTX Car3 Glut,6.5,7,6,1,0.9
CLA,Htr3a,Pvalb Gaba,7.0,6,8,2,0.8
CLA,Htr3a,IT EP-CLA Glut,7.5,8,7,1,0.9
CLA,Htr3a,Astro-TE NN,9.5,10,9,1,0.9
CLA,Htr3a,Lamp5 Lhx6 Gaba,10.0,9,11,2,0.8
CLA,Htr3a,Microglia NN,10.5,11,10,1,0.9
CLA,Htr7,Lamp5 Lhx6 Gaba,1.0,1,1,0,1.0
CLA,Htr7,Sncg Gaba,2.5,2,3,1,0.9
CLA,Htr7,Sst Chodl Gaba,2.5,3,2,1,0.9
CLA,Htr7,Sst Gaba,4.0,4,4,0,1.0
CLA,Htr7,Lamp5 Gaba,6.0,5,7,2,0.8
CLA,Htr7,Vip Gaba,6.0,6,6,0,1.0
CLA,Htr7,Pvalb Gaba,6.0,7,5,2,0.8
CLA,Htr7,IT EP-CLA Glut,8.0,8,8,0,1.0
CLA,Htr7,CLA-EPd-CTX Car3 Glut,9.0,9,9,0,1.0
CLA,Htr7,Microglia NN,10.0,10,10,0,1.0
CLA,Htr7,Astro-TE NN,11.0,11,11,0,1.0
CLA,Adra1a,Lamp5 Gaba,1.5,2,1,1,0.9
CLA,Adra1a,Sst Chodl Gaba,1.5,1,2,1,0.9
CLA,Adra1a,Pvalb Gaba,3.0,3,3,0,1.0
CLA,Adra1a,Lamp5 Lhx6 Gaba,4.5,5,4,1,0.9
CLA,Adra1a,Sst Gaba,5.0,4,6,2,0.8
CLA,Adra1a,Vip Gaba,6.0,7,5,2,0.8
CLA,Adra1a,IT EP-CLA Glut,7.0,6,8,2,0.8
CLA,Adra1a,Sncg Gaba,7.5,8,7,1,0.9
CLA,Adra1a,Astro-TE NN,9.0,9,9,0,1.0
CLA,Adra1a,CLA-EPd-CTX Car3 Glut,10.0,10,10,0,1.0
CLA,Adra1a,Microglia NN,11.0,11,11,0,1.0
CLA,Adra1b,Vip Gaba,1.0,1,1,0,1.0
CLA,Adra1b,Lamp5 Gaba,2.5,3,2,1,0.9
CLA,Adra1b,Sncg Gaba,2.5,2,3,1,0.9
CLA,Adra1b,IT EP-CLA Glut,4.5,4,5,1,0.9
CLA,Adra1b,Sst Chodl Gaba,4.5,5,4,1,0.9
CLA,Adra1b,Sst Gaba,6.5,7,6,1,0.9
CLA,Adra1b,Pvalb Gaba,6.5,6,7,1,0.9
CLA,Adra1b,Astro-TE NN,8.0,8,8,0,1.0
CLA,Adra1b,CLA-EPd-CTX Car3 Glut,9.0,9,9,0,1.0
CLA,Adra1b,Lamp5 Lhx6 Gaba,10.0,10,10,0,1.0
CLA,Adra1b,Microglia NN,11.0,11,11,0,1.0
CLA,Drd1,CLA-EPd-CTX Car3 Glut,1.5,1,2,1,0.9
CLA,Drd1,IT EP-CLA Glut,1.5,2,1,1,0.9
CLA,Drd1,Sst Chodl Gaba,3.0,3,3,0,1.0
CLA,Drd1,Pvalb Gaba,5.0,6,4,2,0.8
CLA,Drd1,Sst Gaba,5.0,4,6,2,0.8
CLA,Drd1,Sncg Gaba,6.0,7,5,2,0.8
CLA,Drd1,Lamp5 Gaba,6.25,5,7,2,0.75
CLA,Drd1,Lamp5 Lhx6 Gaba,8.25,9,7,2,0.85
CLA,Drd1,Vip Gaba,8.5,8,9,1,0.9
CLA,Drd1,Astro-TE NN,10.5,11,10,1,0.9
CLA,Drd1,Microglia NN,10.5,10,11,1,0.9
CLA,Drd2,IT EP-CLA Glut,1.0,1,1,0,1.0
CLA,Drd2,Sst Chodl Gaba,2.5,3,2,1,0.9
CLA,Drd2,Sst Gaba,3.0,2,4,2,0.8
CLA,Drd2,Sncg Gaba,4.0,5,3,2,0.8
CLA,Drd2,Lamp5 Gaba,5.25,4,6,2,0.75
CLA,Drd2,Lamp5 Lhx6 Gaba,6.25,6,6,0,0.95
CLA,Drd2,Pvalb Gaba,6.5,8,5,3,0.7
CLA,Drd2,CLA-EPd-CTX Car3 Glut,8.0,7,9,2,0.8
CLA,Drd2,Vip Gaba,8.5,9,8,1,0.9
CLA,Drd2,Astro-TE NN,10.0,10,10,0,1.0
CLA,Drd2,Microglia NN,11.0,11,11,0,1.0
CLA,Drd3,Sst Chodl Gaba,2.0,1,3,2,0.8
CLA,Drd3,Sncg Gaba,2.5,4,1,3,0.7
CLA,Drd3,Sst Gaba,4.0,3,5,2,0.8
CLA,Drd3,Astro-TE NN,5.0,2,8,6,0.4
CLA,Drd3,Pvalb Gaba,5.0,6,4,2,0.8
CLA,Drd3,CLA-EPd-CTX Car3 Glut,6.0,5,7,2,0.8
CLA,Drd3,Lamp5 Lhx6 Gaba,6.5,11,2,9,0.09999999999999998
CLA,Drd3,IT EP-CLA Glut,6.5,7,6,1,0.9
CLA,Drd3,Vip Gaba,9.0,8,10,2,0.8
CLA,Drd3,Lamp5 Gaba,9.0,9,9,0,1.0
CLA,Drd3,Microglia NN,10.5,10,11,1,0.9
CLA,Drd5,Pvalb Gaba,1.5,2,1,1,0.9
CLA,Drd5,Sst Gaba,1.5,1,2,1,0.9
CLA,Drd5,IT EP-CLA Glut,3.5,3,4,1,0.9
CLA,Drd5,Sncg Gaba,5.0,7,3,4,0.6
CLA,Drd5,Vip Gaba,5.0,4,6,2,0.8
CLA,Drd5,CLA-EPd-CTX Car3 Glut,6.5,5,8,3,0.7
CLA,Drd5,Lamp5 Gaba,7.75,10,5,5,0.44999999999999996
CLA,Drd5,Microglia NN,8.5,8,9,1,0.9
CLA,Drd5,Lamp5 Lhx6 Gaba,8.5,6,11,5,0.5
CLA,Drd5,Sst Chodl Gaba,8.75,10,7,3,0.65
CLA,Drd5,Astro-TE NN,9.5,9,10,1,0.9
